Area,Period,SOC,Occupation Title,Base Year,Projected Year,Change,Percent,Total Annual Openings,Growth Annual Openings,Replacement Annual Openings
7,2012-2022,' 11-2031,Public Relations and Fundraising Managers,4630,5480,850,18.4%,190,90,100
7,2012-2022,' 11-3000,Operations Specialties Managers,65150,72930,7780,11.9%,1970,780,1190
7,2012-2022,' 11-3011,Administrative Services Managers,10660,11940,1280,12%,300,130,170
7,2012-2022,' 11-3021,Computer and Information Systems Managers,17520,20890,3370,19.2%,580,340,240
7,2012-2022,' 11-3031,Financial Managers,23590,25430,1840,7.8%,620,180,440
7,2012-2022,' 11-3051,Industrial Production Managers,940,1000,60,6.4%,30,10,20
7,2012-2022,' 11-3061,Purchasing Managers,2000,2220,220,11%,60,20,40
7,2012-2022,' 11-3071,"Transportation, Storage, and Distribution Managers",1330,1420,90,6.8%,40,10,30
7,2012-2022,' 11-3111,Compensation and Benefits Managers,1410,1440,30,2.1%,40,0,40
7,2012-2022,' 11-3121,Human Resources Managers,6090,6750,660,10.8%,230,70,160
7,2012-2022,' 11-3131,Training and Development Managers,1610,1860,250,15.5%,70,30,40
7,2012-2022,' 11-9000,Other Management Occupations,79540,86020,6480,8.1%,2540,790,1750
7,2012-2022,' 11-9021,Construction Managers,8890,9800,910,10.2%,230,90,140
7,2012-2022,' 11-9031,"Education Administrators, Preschool and Childcare Center/Program",2640,2890,250,9.5%,100,30,70
7,2012-2022,' 11-9032,"Education Administrators, Elementary and Secondary School",8470,8920,450,5.3%,280,50,230
7,2012-2022,' 11-9033,"Education Administrators, Postsecondary",4200,5060,860,20.5%,200,90,110
7,2012-2022,' 11-9039,"Education Administrators, All Other",560,610,50,8.9%,30,10,20
7,2012-2022,' 11-9041,Architectural and Engineering Managers,2330,2590,260,11.2%,90,30,60
7,2012-2022,' 11-9051,Food Service Managers,5820,6500,680,11.7%,170,70,100
7,2012-2022,' 11-9081,Lodging Managers,530,690,160,30.2%,40,20,20
7,2012-2022,' 11-9111,Medical and Health Services Managers,13110,14710,1600,12.2%,480,160,320
7,2012-2022,' 11-9121,Natural Sciences Managers,690,780,90,13%,20,10,10
7,2012-2022,' 11-9141,"Property, Real Estate, and Community Association Managers",3980,4300,320,8%,120,30,90
7,2012-2022,' 43-9031,Desktop Publishers,560,540,-20,-3.6%,10,0,10
7,2012-2022,' 11-9151,Social and Community Service Managers,6180,7140,960,15.5%,230,100,130
7,2012-2022,' 11-9199,"Managers, All Other",17120,18360,1240,7.2%,500,120,380
7,2012-2022,' 13-0000,Business and Financial Operations Occupations,288380,331660,43280,15%,10410,4490,5920
7,2012-2022,' 13-1000,Business Operations Specialists,151320,177960,26640,17.6%,5330,2730,2600
7,2012-2022,' 13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2360,2850,490,20.8%,100,50,50
7,2012-2022,' 13-1022,"Wholesale and Retail Buyers, Except Farm Products",4850,5320,470,9.7%,170,50,120
7,2012-2022,' 13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",7080,8030,950,13.4%,230,100,130
7,2012-2022,' 13-1031,"Claims Adjusters, Examiners, and Investigators",7680,7070,-610,-7.9%,180,0,180
7,2012-2022,' 13-1041,Compliance Officers,8420,8440,20,0.2%,160,0,160
7,2012-2022,' 13-1051,Cost Estimators,3120,3810,690,22.1%,170,70,100
7,2012-2022,' 13-1071,Human Resources Specialists,15870,17590,1720,10.8%,460,170,290
7,2012-2022,' 13-1075,Labor Relations Specialists,5230,5480,250,4.8%,120,20,100
7,2012-2022,' 13-1081,Logisticians,930,1220,290,31.2%,40,30,10
7,2012-2022,' 13-1111,Management Analysts,29550,35490,5940,20.1%,1050,590,460
7,2012-2022,' 13-1121,"Meeting, Convention, and Event Planners",5470,7890,2420,44.2%,320,240,80
7,2012-2022,' 13-1131,Fundraisers,3680,4630,950,25.8%,170,100,70
7,2012-2022,' 13-1141,"Compensation, Benefits, and Job Analysis Specialists",7710,7870,160,2.1%,160,20,140
7,2012-2022,' 13-1151,Training and Development Specialists,9020,10530,1510,16.7%,320,150,170
7,2012-2022,' 13-1161,Market Research Analysts and Marketing Specialists,24240,33490,9250,38.2%,1260,930,330
7,2012-2022,' 13-1199,"Business Operations Specialists, All Other",15640,17860,2220,14.2%,430,220,210
7,2012-2022,' 13-2000,Financial Specialists,137060,153700,16640,12.1%,5080,1760,3320
7,2012-2022,' 13-2011,Accountants and Auditors,56360,66090,9730,17.3%,2640,970,1670
7,2012-2022,' 13-2021,Appraisers and Assessors of Real Estate,910,920,10,1.1%,10,0,10
7,2012-2022,' 13-2031,Budget Analysts,1300,1410,110,8.5%,60,10,50
7,2012-2022,' 13-2041,Credit Analysts,2890,2990,100,3.5%,80,10,70
7,2012-2022,' 13-2051,Financial Analysts,26590,29670,3080,11.6%,960,310,650
7,2012-2022,' 13-2052,Personal Financial Advisors,20680,23890,3210,15.5%,650,320,330
7,2012-2022,' 13-2053,Insurance Underwriters,3990,3230,-760,-19%,110,0,110
7,2012-2022,' 13-2061,Financial Examiners,1870,1830,-40,-2.1%,50,0,50
7,2012-2022,' 13-2071,Credit Counselors,670,820,150,22.4%,30,20,10
7,2012-2022,' 13-2072,Loan Officers,10570,10640,70,0.7%,200,10,190
7,2012-2022,' 13-2081,"Tax Examiners and Collectors, and Revenue Agents",1630,1480,-150,-9.2%,60,0,60
7,2012-2022,' 13-2082,Tax Preparers,2480,2950,470,19%,100,50,50
7,2012-2022,' 13-2099,"Financial Specialists, All Other",7130,7780,650,9.1%,150,70,80
7,2012-2022,' 15-0000,Computer and Mathematical Occupations,124680,152100,27420,22%,4810,2740,2070
7,2012-2022,' 15-1100,Computer Occupations,118520,144710,26190,22.1%,4530,2620,1910
7,2012-2022,' 15-1111,Computer and Information Research Scientists,290,460,170,58.6%,30,20,10
7,2012-2022,' 15-1121,Computer Systems Analysts,18250,23250,5000,27.4%,790,500,290
7,2012-2022,' 15-1122,Information Security Analysts,3020,3610,590,19.5%,110,60,50
7,2012-2022,' 15-1131,Computer Programmers,12860,14550,1690,13.1%,510,170,340
7,2012-2022,' 15-1132,"Software Developers, Applications",26330,34330,8000,30.4%,1140,800,340
7,2012-2022,' 15-1133,"Software Developers, Systems Software",8510,10550,2040,24%,310,200,110
7,2012-2022,' 15-1134,Web Developers,6110,8200,2090,34.2%,310,210,100
7,2012-2022,' 15-1141,Database Administrators,4150,4640,490,11.8%,130,50,80
7,2012-2022,' 15-1142,Network and Computer Systems Administrators,11810,13250,1440,12.2%,330,140,190
7,2012-2022,' 15-1143,Computer Network Architects,3550,3870,320,9%,90,30,60
7,2012-2022,' 15-1151,Computer User Support Specialists,17070,20810,3740,21.9%,640,370,270
7,2012-2022,' 15-1152,Computer Network Support Specialists,4290,4630,340,7.9%,100,30,70
7,2012-2022,' 15-1199,"Computer Occupations, All Other",2270,2570,300,13.2%,70,30,40
7,2012-2022,' 15-2000,Mathematical Science Occupations,6160,7390,1230,20%,280,120,160
7,2012-2022,' 15-2011,Actuaries,1990,2260,270,13.6%,90,30,60
7,2012-2022,' 15-2031,Operations Research Analysts,3290,3910,620,18.8%,130,60,70
7,2012-2022,' 17-0000,Architecture and Engineering Occupations,31050,35010,3960,12.8%,1100,400,700
7,2012-2022,' 17-1000,"Architects, Surveyors, and Cartographers",8140,9460,1320,16.2%,320,130,190
7,2012-2022,' 17-1011,"Architects, Except Landscape and Naval",6960,8190,1230,17.7%,290,120,170
7,2012-2022,' 17-1012,Landscape Architects,740,800,60,8.1%,30,10,20
7,2012-2022,' 17-2000,Engineers,14780,16980,2200,14.9%,590,220,370
7,2012-2022,' 17-2051,Civil Engineers,5950,6970,1020,17.1%,250,100,150
7,2012-2022,' 17-2061,Computer Hardware Engineers,300,370,70,23.3%,20,10,10
7,2012-2022,' 17-2071,Electrical Engineers,2600,2920,320,12.3%,90,30,60
7,2012-2022,' 17-2072,"Electronics Engineers, Except Computer",460,510,50,10.9%,20,10,10
7,2012-2022,' 17-2081,Environmental Engineers,760,830,70,9.2%,30,10,20
7,2012-2022,' 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",620,730,110,17.7%,30,10,20
7,2012-2022,' 17-2112,Industrial Engineers,550,650,100,18.2%,30,10,20
7,2012-2022,' 17-2141,Mechanical Engineers,2120,2450,330,15.6%,100,30,70
7,2012-2022,' 17-2199,"Engineers, All Other",1010,1090,80,7.9%,30,10,20
7,2012-2022,' 17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",8130,8570,440,5.4%,180,50,130
7,2012-2022,' 17-3011,Architectural and Civil Drafters,2950,3060,110,3.7%,50,10,40
7,2012-2022,' 17-3012,Electrical and Electronics Drafters,840,900,60,7.1%,20,10,10
7,2012-2022,' 17-3013,Mechanical Drafters,660,680,20,3%,10,0,10
7,2012-2022,' 17-3019,"Drafters, All Other",280,300,20,7.1%,0,0,0
7,2012-2022,' 17-3022,Civil Engineering Technicians,570,580,10,1.8%,10,0,10
7,2012-2022,' 17-3023,Electrical and Electronics Engineering Technicians,1430,1390,-40,-2.8%,30,0,30
7,2012-2022,' 17-3025,Environmental Engineering Technicians,280,390,110,39.3%,20,10,10
7,2012-2022,' 17-3027,Mechanical Engineering Technicians,270,320,50,18.5%,20,10,10
7,2012-2022,' 17-3029,"Engineering Technicians, Except Drafters, All Other",450,480,30,6.7%,10,0,10
7,2012-2022,' 19-0000,"Life, Physical, and Social Science Occupations",25340,28680,3340,13.2%,1070,340,730
7,2012-2022,' 19-1000,Life Scientists,3990,4520,530,13.3%,160,60,100
7,2012-2022,' 19-1021,Biochemists and Biophysicists,300,370,70,23.3%,20,10,10
7,2012-2022,' 19-1022,Microbiologists,390,410,20,5.1%,10,0,10
7,2012-2022,' 19-1042,"Medical Scientists, Except Epidemiologists",2350,2670,320,13.6%,80,30,50
7,2012-2022,' 19-2000,Physical Scientists,2610,2880,270,10.3%,100,30,70
7,2012-2022,' 19-2031,Chemists,1040,1140,100,9.6%,40,10,30
7,2012-2022,' 19-2041,"Environmental Scientists and Specialists, Including Health",600,710,110,18.3%,30,10,20
7,2012-2022,' 19-2099,"Physical Scientists, All Other",590,630,40,6.8%,10,0,10
7,2012-2022,' 19-3000,Social Scientists and Related Workers,11540,13230,1690,14.6%,470,170,300
7,2012-2022,' 19-3011,Economists,370,390,20,5.4%,10,0,10
7,2012-2022,' 19-3022,Survey Researchers,500,570,70,14%,20,10,10
7,2012-2022,' 19-3031,"Clinical, Counseling, and School Psychologists",5450,5910,460,8.4%,200,50,150
7,2012-2022,' 19-3039,"Psychologists, All Other",870,910,40,4.6%,30,10,20
7,2012-2022,' 19-3051,Urban and Regional Planners,740,810,70,9.5%,40,10,30
7,2012-2022,' 19-3099,"Social Scientists and Related Workers, All Other",1620,1750,130,8%,40,10,30
7,2012-2022,' 19-4000,"Life, Physical, and Social Science Technicians",7200,8070,870,12.1%,350,90,260
7,2012-2022,' 19-4021,Biological Technicians,700,790,90,12.9%,30,10,20
7,2012-2022,' 19-4031,Chemical Technicians,810,930,120,14.8%,30,10,20
7,2012-2022,' 19-4061,Social Science Research Assistants,2540,2870,330,13%,130,30,100
7,2012-2022,' 19-4091,"Environmental Science and Protection Technicians, Including Health",330,380,50,15.2%,20,10,10
7,2012-2022,' 19-4099,"Life, Physical, and Social Science Technicians, All Other",2360,2620,260,11%,120,30,90
7,2012-2022,' 21-0000,Community and Social Service Occupations,84920,95800,10880,12.8%,3070,1090,1980
7,2012-2022,' 21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",77630,86920,9290,12%,2740,940,1800
7,2012-2022,' 21-1011,Substance Abuse and Behavioral Disorder Counselors,3780,4340,560,14.8%,140,60,80
7,2012-2022,' 21-1012,"Educational, Guidance, School, and Vocational Counselors",7120,7780,660,9.3%,220,70,150
7,2012-2022,' 21-1013,Marriage and Family Therapists,610,750,140,23%,20,10,10
7,2012-2022,' 21-1014,Mental Health Counselors,2540,2970,430,16.9%,90,40,50
7,2012-2022,' 21-1015,Rehabilitation Counselors,3990,4410,420,10.5%,130,40,90
7,2012-2022,' 21-1019,"Counselors, All Other",630,740,110,17.5%,20,10,10
7,2012-2022,' 21-1021,"Child, Family, and School Social Workers",12380,13600,1220,9.9%,380,120,260
7,2012-2022,' 21-1022,Healthcare Social Workers,5790,7330,1540,26.6%,270,150,120
7,2012-2022,' 21-1023,Mental Health and Substance Abuse Social Workers,5400,6080,680,12.6%,180,70,110
7,2012-2022,' 21-1029,"Social Workers, All Other",3790,4030,240,6.3%,100,20,80
7,2012-2022,' 21-1091,Health Educators,3140,3660,520,16.6%,130,50,80
7,2012-2022,' 21-1092,Probation Officers and Correctional Treatment Specialists,1600,1540,-60,-3.8%,40,0,40
7,2012-2022,' 21-1093,Social and Human Service Assistants,15800,17910,2110,13.4%,620,210,410
7,2012-2022,' 21-1094,Community Health Workers,670,800,130,19.4%,30,10,20
7,2012-2022,' 21-1099,"Community and Social Service Specialists, All Other",10410,10980,570,5.5%,330,60,270
7,2012-2022,' 21-2000,Religious Workers,7300,8890,1590,21.8%,330,160,170
7,2012-2022,' 21-2011,Clergy,5190,6320,1130,21.8%,220,110,110
7,2012-2022,' 23-0000,Legal Occupations,79060,85920,6860,8.7%,1960,690,1270
7,2012-2022,' 23-1000,"Lawyers, Judges, and Related Workers",59230,63600,4370,7.4%,1390,440,950
7,2012-2022,' 23-1011,Lawyers,53350,57440,4090,7.7%,1260,410,850
7,2012-2022,' 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",1070,1050,-20,-1.9%,20,0,20
7,2012-2022,' 23-1022,"Arbitrators, Mediators, and Conciliators",4240,4540,300,7.1%,100,30,70
7,2012-2022,' 23-2000,Legal Support Workers,19820,22330,2510,12.7%,570,250,320
7,2012-2022,' 23-2011,Paralegals and Legal Assistants,15920,18300,2380,14.9%,500,240,260
7,2012-2022,' 23-2099,"Legal Support Workers, All Other",1420,1480,60,4.2%,30,10,20
7,2012-2022,' 25-0000,"Education, Training, and Library Occupations",263260,288970,25710,9.8%,8100,2690,5410
7,2012-2022,' 25-1000,Postsecondary Teachers,47810,58470,10660,22.3%,1790,1070,720
7,2012-2022,' 25-1011,"Business Teachers, Postsecondary",2930,3520,590,20.1%,100,60,40
7,2012-2022,' 25-1021,"Computer Science Teachers, Postsecondary",790,940,150,19%,30,20,10
7,2012-2022,' 25-1022,"Mathematical Science Teachers, Postsecondary",1580,1880,300,19%,50,30,20
7,2012-2022,' 25-1031,"Architecture Teachers, Postsecondary",340,400,60,17.6%,20,10,10
7,2012-2022,' 25-1042,"Biological Science Teachers, Postsecondary",1190,1490,300,25.2%,50,30,20
7,2012-2022,' 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",410,460,50,12.2%,20,10,10
7,2012-2022,' 25-1052,"Chemistry Teachers, Postsecondary",700,840,140,20%,20,10,10
7,2012-2022,' 25-1054,"Physics Teachers, Postsecondary",480,570,90,18.8%,20,10,10
7,2012-2022,' 25-1061,"Anthropology and Archeology Teachers, Postsecondary",320,370,50,15.6%,20,10,10
7,2012-2022,' 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",720,870,150,20.8%,30,20,10
7,2012-2022,' 25-1063,"Economics Teachers, Postsecondary",600,710,110,18.3%,20,10,10
7,2012-2022,' 25-1065,"Political Science Teachers, Postsecondary",680,820,140,20.6%,20,10,10
7,2012-2022,' 25-1066,"Psychology Teachers, Postsecondary",1120,1350,230,20.5%,40,20,20
7,2012-2022,' 25-1067,"Sociology Teachers, Postsecondary",600,710,110,18.3%,20,10,10
7,2012-2022,' 25-1069,"Social Sciences Teachers, Postsecondary, All Other",690,820,130,18.8%,20,10,10
7,2012-2022,' 25-1071,"Health Specialties Teachers, Postsecondary",4600,6460,1860,40.4%,260,190,70
7,2012-2022,' 25-1072,"Nursing Instructors and Teachers, Postsecondary",1210,1720,510,42.1%,70,50,20
7,2012-2022,' 25-1081,"Education Teachers, Postsecondary",1930,2310,380,19.7%,70,40,30
7,2012-2022,' 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",350,430,80,22.9%,20,10,10
7,2012-2022,' 25-1112,"Law Teachers, Postsecondary",790,970,180,22.8%,30,20,10
7,2012-2022,' 25-1113,"Social Work Teachers, Postsecondary",600,710,110,18.3%,20,10,10
7,2012-2022,' 25-1121,"Art, Drama, and Music Teachers, Postsecondary",6060,7370,1310,21.6%,220,130,90
7,2012-2022,' 25-1122,"Communications Teachers, Postsecondary",890,1060,170,19.1%,30,20,10
7,2012-2022,' 25-1123,"English Language and Literature Teachers, Postsecondary",2710,3230,520,19.2%,90,50,40
7,2012-2022,' 25-1124,"Foreign Language and Literature Teachers, Postsecondary",1160,1400,240,20.7%,40,20,20
7,2012-2022,' 25-1125,"History Teachers, Postsecondary",680,790,110,16.2%,20,10,10
7,2012-2022,' 25-1126,"Philosophy and Religion Teachers, Postsecondary",920,1160,240,26.1%,30,20,10
7,2012-2022,' 25-1191,Graduate Teaching Assistants,1000,1140,140,14%,30,10,20
7,2012-2022,' 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",400,460,60,15%,20,10,10
7,2012-2022,' 25-1194,"Vocational Education Teachers, Postsecondary",2130,2590,460,21.6%,80,50,30
7,2012-2022,' 25-1199,"Postsecondary Teachers, All Other",7030,8340,1310,18.6%,240,130,110
7,2012-2022,' 25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",117660,122890,5230,4.4%,3220,520,2700
7,2012-2022,' 25-2011,"Preschool Teachers, Except Special Education",11870,12940,1070,9%,440,110,330
7,2012-2022,' 25-2012,"Kindergarten Teachers, Except Special Education",4900,5050,150,3.1%,150,10,140
7,2012-2022,' 25-2021,"Elementary School Teachers, Except Special Education",39130,40340,1210,3.1%,980,120,860
7,2012-2022,' 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",14620,15030,410,2.8%,360,40,320
7,2012-2022,' 25-2051,"Special Education Teachers, Preschool",2620,3100,480,18.3%,100,50,50
7,2012-2022,' 25-3000,Other Teachers and Instructors,40020,46210,6190,15.5%,1300,620,680
7,2012-2022,' 25-3021,Self-Enrichment Education Teachers,15860,19050,3190,20.1%,590,320,270
7,2012-2022,' 25-3099,"Teachers and Instructors, All Other",11640,13830,2190,18.8%,420,220,200
7,2012-2022,' 25-4000,"Librarians, Curators, and Archivists",8440,7630,-810,-9.6%,310,40,270
7,2012-2022,' 25-4011,Archivists,650,770,120,18.5%,20,10,10
7,2012-2022,' 25-4012,Curators,750,930,180,24%,40,20,20
7,2012-2022,' 25-4013,Museum Technicians and Conservators,760,840,80,10.5%,30,10,20
7,2012-2022,' 25-4021,Librarians,3660,3100,-560,-15.3%,80,0,80
7,2012-2022,' 25-4031,Library Technicians,2610,2000,-610,-23.4%,140,0,140
7,2012-2022,' 25-9000,"Other Education, Training, and Library Occupations",49340,53760,4420,9%,1480,440,1040
7,2012-2022,' 25-9031,Instructional Coordinators,3740,4370,630,16.8%,90,60,30
7,2012-2022,' 25-9041,Teacher Assistants,43340,46810,3470,8%,1330,350,980
7,2012-2022,' 25-9099,"Education, Training, and Library Workers, All Other",1230,1450,220,17.9%,30,20,10
7,2012-2022,' 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",165440,181220,15780,9.5%,5520,1680,3840
7,2012-2022,' 27-1000,Art and Design Workers,47410,51270,3860,8.1%,1610,390,1220
7,2012-2022,' 27-1011,Art Directors,6630,7460,830,12.5%,240,80,160
7,2012-2022,' 27-1012,Craft Artists,970,960,-10,-1%,20,0,20
7,2012-2022,' 27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1850,1990,140,7.6%,50,10,40
7,2012-2022,' 27-1014,Multimedia Artists and Animators,3230,3690,460,14.2%,130,50,80
7,2012-2022,' 27-1019,"Artists and Related Workers, All Other",820,860,40,4.9%,20,0,20
7,2012-2022,' 27-1021,Commercial and Industrial Designers,1770,1850,80,4.5%,60,10,50
7,2012-2022,' 27-1022,Fashion Designers,8010,8420,410,5.1%,250,40,210
7,2012-2022,' 27-1023,Floral Designers,1970,1980,10,0.5%,50,0,50
7,2012-2022,' 27-1024,Graphic Designers,13190,14290,1100,8.3%,460,110,350
7,2012-2022,' 27-1025,Interior Designers,3060,3320,260,8.5%,110,30,80
7,2012-2022,' 27-1026,Merchandise Displayers and Window Trimmers,3070,3430,360,11.7%,120,40,80
7,2012-2022,' 27-1027,Set and Exhibit Designers,1450,1530,80,5.5%,50,10,40
7,2012-2022,' 27-1029,"Designers, All Other",1390,1500,110,7.9%,50,10,40
7,2012-2022,' 27-2000,"Entertainers and Performers, Sports and Related Workers",39910,44670,4760,11.9%,1680,480,1200
7,2012-2022,' 27-2011,Actors,7300,8200,900,12.3%,330,90,240
7,2012-2022,' 27-2012,Producers and Directors,15120,16980,1860,12.3%,700,190,510
7,2012-2022,' 27-2022,Coaches and Scouts,2700,3320,620,23%,140,60,80
7,2012-2022,' 27-2023,"Umpires, Referees, and Other Sports Officials",720,860,140,19.4%,30,10,20
7,2012-2022,' 27-2031,Dancers,1810,2080,270,14.9%,80,30,50
7,2012-2022,' 27-2041,Music Directors and Composers,2760,2900,140,5.1%,80,10,70
7,2012-2022,' 27-2042,Musicians and Singers,7080,7720,640,9%,250,60,190
7,2012-2022,' 27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",1970,2130,160,8.1%,40,20,20
7,2012-2022,' 27-3000,Media and Communication Workers,53860,58630,4770,8.9%,1680,580,1100
7,2012-2022,' 27-3011,Radio and Television Announcers,1180,1160,-20,-1.7%,20,0,20
7,2012-2022,' 27-3012,Public Address System and Other Announcers,560,630,70,12.5%,20,10,10
7,2012-2022,' 27-3021,Broadcast News Analysts,520,510,-10,-1.9%,20,0,20
7,2012-2022,' 27-3022,Reporters and Correspondents,3280,3120,-160,-4.9%,110,0,110
7,2012-2022,' 27-3031,Public Relations Specialists,16130,19270,3140,19.5%,530,310,220
7,2012-2022,' 27-3041,Editors,17580,16750,-830,-4.7%,430,0,430
7,2012-2022,' 27-3042,Technical Writers,970,1210,240,24.7%,50,20,30
7,2012-2022,' 27-3043,Writers and Authors,9080,10110,1030,11.3%,300,100,200
7,2012-2022,' 27-3091,Interpreters and Translators,2710,3900,1190,43.9%,160,120,40
7,2012-2022,' 27-3099,"Media and Communication Workers, All Other",1860,1980,120,6.5%,40,10,30
